Product,Pid,TotalComment,Net. (kg)
森永 3段幼儿荷兰奶粉900g 添加乳铁蛋白 DHA+ARA 双重益生元,36733260409,33,0.9
14年4月多美滋精确盈养4段36个月以上儿童配方奶粉900g罐装四段,37262096698,5,0.9
澳洲原罐原装进口accszhe澳邦 全脂奶粉 800g*4罐,37259288886,0,0.8
澳大利亚原装进口 迈高婴儿奶粉能速达经典配方新生儿奶粉1段800g,37266698777,4,0.8
包税包清关 加拿大直邮美赞臣Enfamil A+ 金装一段婴儿奶粉992g,37271204883,0,0.992
14年5月多美滋精确盈养4段36个月以上儿童配方奶粉400g盒装 四段,37268403731,18,0.4
买3送1】Ausnutria/澳优正品 欧选婴儿奶粉二段600g/盒 原装进口,37262500914,0,0.6
丹麦直邮本土原装进口Arla/欧世阿拉 婴儿有机奶粉1段0-6个月800g,37139216713,0,0.8
13年10月 原装进口雅培金装亲护奶粉2段 820g/罐,37254683921,4,0.82
【直邮】英国牛栏2段(0-12月饥饿型)900克(Cow&Gate) 6罐包邮,37267967959,8,0.9
澳大利亚原装进口 迈高 能速达经典婴幼儿配方牛奶粉金装3段800g,37266702840,52,0.8
澳洲原罐原装进口accszhe澳邦 全脂奶粉 800g*2罐,37259336074,0,0.8
宾博奶粉 欧洲瑞士原装原罐进口 1段听800g 宝宝婴儿配方牛奶粉,36733767239,0,0.8
【德国直邮】喜宝HiPP益生菌Combiotik奶粉原装 2+(2岁以上)600g,37215371397,0,0.6
holle泓乐 德国原装进口婴儿有机奶粉 0~6个月 1段X2盒,37253002608,2,0
澳洲原罐原装进口accszhe澳邦婴幼儿奶粉 6-12个月 二段 900g*4罐,37237368263,0,0.9
新西兰直邮 Karicare可瑞康金装4段婴幼儿配方奶粉 900g*6罐,37269642859,21,0.9
【德国直邮】HiPP喜宝Bio有机奶粉 12+(12个月以上),37221309807,0,0
迈高奶粉 n+婴儿奶粉 澳大利亚进口奶粉新生儿宝宝奶粉1段900g,37274929082,5,0.9
直邮 英国爱他美2段(0-12月饥饿型)900克(Aptamil) 6罐包邮,37268103719,5,0.9
Ausnutria/澳优正品 欧选婴儿奶粉一段600g/盒 100%荷兰原装进口,37262572278,0,0.6
Herds/和氏 超金装 2段较大婴儿配方奶粉 400g,37260152728,1,0.4
迈高奶粉 n+婴儿奶粉 澳大利亚进口奶粉 宝宝奶粉幼儿奶粉3段900g,37266886520,4,0.9
14年5月多美滋精确盈养1段0-6个月心护婴儿奶粉800g易乐罐 一段,37276913914,2,0.8
Similac雅培金盾美版二段2段婴幼儿进口奶粉964g 新版免邮正品,37145471012,0,0.964
Similac雅培金盾美版二段2段婴幼儿配方牛奶粉964g*2罐 正品免邮,37241110745,0,0.964
新西兰直邮 Karicare可瑞康黄金2段婴幼儿配方奶粉 原箱900g*6罐,37269358628,3,0.9
Nutrilon/诺优能(牛栏)2段较大婴儿配方奶粉900克*4罐,37271858821,0,0.9
培儿贝瑞 新西兰原罐原装进口 亲衡婴幼儿新生儿配方奶粉 400g1段,37276265444,11,0.4
明一金智婴婴儿奶粉3段幼儿牛奶粉1-3周岁三段1200g盒袋装3联包,37268051478,51,1.2
迈高奶粉 金装能速达婴儿奶粉2段900g 澳大利亚进口幼儿奶粉,37267030822,6,0.9
培儿贝瑞 新西兰原罐进口 健衡 婴幼儿新生儿奶粉1段900g 益生菌,37275085211,4,0.9
贝因美 冠军宝贝婴儿牛奶粉1段908克装2罐1816克正品 新鲜日期,35430481214,1,0.908
雅士利Yashily雅士利奶粉α-金装2段（6-12个月）900g,36619648421,0,0.9
培儿贝瑞新西兰原罐原装进口亲衡 较大婴儿配方奶粉2段400g不上火,37276261801,3,0.4
培儿贝瑞 新西兰原罐进口 亲衡 婴幼儿奶粉3段900g 益生元不上火,37277605847,17,0.9
新/澳直邮 Karicare可瑞康普通1段婴幼儿配方奶粉 900g*6罐,37270166767,0,0.9
德国直邮 美乐宝Aptamil新版德国爱他美婴儿奶粉3段 10-12个月,37215398864,126,0
明一 英慧儿 2段较大婴儿配方奶粉900g听装适合6-12个月最新日期,37268048650,2,0.9
新西兰直邮 Karicare可瑞康普通3段婴幼儿配方奶粉 900g*6罐,37271699211,0,0.9
澳洲原罐原装进口accszhe/澳邦婴幼儿奶粉 0-6个月一段900g*2罐,37224201740,0,0.9
澳洲原罐原装进口 accszhe澳邦 婴幼儿奶粉 6-12个月 二段900g/罐,37221161802,2,0.9
法兰贝尔奶粉 呵护二段婴幼儿配方牛奶粉2段400G袋装,37280619486,2,0.4
新西兰直邮 Karicare 可瑞康金装3段婴幼儿奶粉 6罐包邮,37277441938,31,0
明一 智婴优盾较大婴儿配方 900g 二段金智婴升级装,37287088373,0,0.9
澳洲原罐原装进口accszhe澳邦婴幼儿奶粉6-12个月二段900g*2罐,37216926229,0,0.9
【拍下减】培儿贝瑞新西兰原罐进口健衡婴幼儿奶粉3段900g 不上火,37275329793,37,0.9
【德国直邮】HiPP喜宝Bio有机奶粉 Pre段(0-6个月),37233032831,1,0
荷兰直邮 七日送达 Nutrilon荷兰牛栏本土婴儿奶粉2段正品850g,37260769017,0,0.85
明一奶粉金智婴奶粉1段婴儿奶粉一段900g0-6个月配方听罐装奶粉,37282598054,6,0.9
美素力GOLD金装婴儿配方奶粉400g(1段),37287972873,0,0.4
Wyeth惠氏 S-26金装幼儿乐幼儿配方奶粉1200g/盒（3段1-3岁）,37219543493,444,1.2
明一a尔法盾2段婴幼儿牛奶粉二段奶粉900g 听装罐装,36793592328,0,0.9
Babys Only贝欧莱 美国原装进口婴幼儿有机配方奶粉3段900g*2罐,37233205918,2,0.9
光明优幼奶粉 一段5星全能成长配方 金装优幼1段奶粉900g罐装,36745030023,1,0.9
迈高奶粉 n+婴儿奶粉 澳大利亚进口奶粉 宝宝奶粉幼儿奶粉4段900g,37287040578,24,0.9
friso美素佳儿3段金装婴幼儿配方奶粉900g 荷兰进口 2听包邮 正品,37273531870,0,0.9
雀巢能恩2段900g两罐装 配方婴儿奶粉 正品包邮最新日期进口奶源,37236308269,57,0.9
明一天籁慧贝较大婴儿奶粉2段 奶粉二段牛奶粉900g,37271595061,0,0.9
宝素力奶粉 加护100幼儿配方奶粉3段 400g盒装,37210503695,0,0.4
[送拉杆箱]诺优能白金版Nutrilon幼儿配方奶粉3段荷兰原装进口,36667336273,161,0
迈高 澳大利亚原装进口婴儿奶粉 能速达金装幼儿配方奶粉3段800g,37286896469,48,0.8
法兰贝尔呵护系列三段婴幼儿配方牛奶粉 400g袋装奶粉,37279810346,9,0.4
Herds/和氏 A+A盒装3段婴儿配方奶粉 400g,37288419704,1,0.4
培儿贝瑞 新西兰原罐原装进口亲衡 婴幼儿配方奶粉3段400g不上火,37289628678,0,0.4
13年10月 原装进口雅培金装亲护奶粉1段 820g/罐,37273756401,29,0.82
明一天籁慧贝婴儿奶粉3段 幼儿奶粉三段900g,37271403452,0,0.9
Herds/和氏 超金装 2段较大婴儿配方奶粉 900g,37214825338,2,0.9
澳大利亚原装进口 迈高 能速达经典婴幼儿配方牛奶粉金装2段800g,37286988456,14,0.8
加拿大直邮雅培奶粉2段Similac Go & Grow Omega-3-6 二段658克,37267323794,0,0.658
新西兰直邮 Karicare可瑞康普通2段婴幼儿配方奶粉 900g*6罐,37278001692,0,0.9
新西兰原装进口 纽瑞滋超级金装婴儿配方奶粉二段300g 2段OPO,36296779970,0,0.3
培儿贝瑞 新西兰原罐进口亲衡婴幼儿新生儿配方奶粉1段900g罐装,37289936477,24,0.9
明一a尔法盾奶粉2段婴幼儿牛奶粉二段奶粉900g 听装罐装6-12个月,37311624120,9,0.9
培儿贝瑞 新西兰原罐原装进口 亲衡 婴幼儿配方奶粉2段900g不上火,37289888804,21,0.9
明一a尔法盾婴儿2段较大婴儿二段1200g袋盒装6-12个月3联包奶粉,37278029278,0,1.2
明一奶粉金智婴6-18月奶粉2段较大婴儿和幼儿配方牛奶粉900g听罐,37315132121,5,0.9
明一金智婴较大婴儿奶粉2段 奶粉二段900g听装,37311103140,0,0.9
贝因美奶粉 经典优选幼童配方奶粉4段908g 正品,37316983609,8,0.908
荷兰直邮 七日送达 Nutrilon荷兰牛栏本土婴儿奶粉5段正品800g,37272792961,0,0.8
澳洲原罐原装进口accszhe 澳邦婴幼儿奶粉 1-3岁 三段 900g*2罐,37217106044,0,0.9
【德国直邮】HiPP喜宝Bio有机奶粉 3段(10-12月),37233420858,0,0
【德国直邮】喜宝HiPP益生菌Combiotik奶粉原装2段(6-10个月)600g,37214779863,1,0.6
明一a尔法盾婴儿奶粉1段0-6个月婴儿奶粉一段牛奶粉900g听罐装,37311560329,1,0.9
明一金智婴3段幼儿配方奶粉1-3周岁婴幼儿3段奶粉900g听罐装,37315100225,5,0.9
MeadJohnson美赞臣 安婴儿A+ 二段 1200g/克盒装 婴幼儿牛奶粉,36669263527,0,1.2
贝因美奶粉 经典优选幼儿宝宝配方奶粉3段908g 官方正品,37325161052,7,0.908
明一a尔法盾奶粉3段特惠幼儿奶粉三段3联包盒袋装1-3岁牛奶粉,37278093087,11,0
宝素力奶粉 加护100婴儿配方奶粉1段 400g盒装,37217181348,0,0.4
澳洲直邮 新西兰可瑞康金装karicare Aptamil爱他美 婴儿奶粉2段,37320277299,0,0
新品包邮 新西兰原装进口 ANMUM/安满 满睿幼儿奶粉 三段 900g,37272694561,0,0.9
贝因美奶粉 经典优选初生婴儿宝宝配方奶粉1段908g 官方正品,37316299736,3,0.908
雅培奶粉 金装智护100幼儿喜康力三联包1200g/盒装3段江浙沪包邮,37317133374,5,1.2
进口雅培智护婴儿喜康宝奶粉1段一段400g三联包,37333234899,5,0.4
Nestle雀巢 超级能恩较大婴儿及幼儿配方奶粉800g（2段6-18个月）,37217327394,69,0.8
雅培2段喜康力较大婴儿配方奶粉1200克g盒 2盒江浙沪包邮,37317269118,4,1.2
明一a尔法盾婴儿奶粉3段 幼儿奶粉三段4800g盒装,37330632161,0,4.8
【德国直邮】喜宝HiPP益生菌Combiotik奶粉 1+(12个月以上) 600g,37214639951,0,0.6
贝因美奶粉 经典优选较大婴儿配方奶粉2段908g罐装 官方正品,37324705992,3,0.908
加拿大直邮雀巢婴儿奶粉Good Start舒适蛋白低敏二段730g,37298612807,0,0.73
新/澳直邮 亨氏HEINZ益生元婴幼儿配方奶粉 金裝1段 6罐包邮,37278509373,0,0
澳洲Farmland 农佳美/farmdaisy 原装进口奶粉二段900g*1罐,37318127972,14,0.9
四盒包邮 原装进口雅培智护100喜康力3段400g盒装,37333426498,0,0.4
厂家正品授权 公司防伪码 400g太子乐金装乳清2段 限购6袋以内,36668257926,1,0.4
迈高 澳大利亚原装进口婴儿奶粉 能速达金装幼儿配方奶粉1段800g,37267391314,9,0.8
包邮正品雀巢瑞铂能恩3段800g听装 三段800克瑞士原装进口奶粉,37333062362,0,0.8
澳洲原罐原装进口 accszhe/澳邦 婴幼儿奶粉 0-6个月一段900g/罐,37214004957,0,0.9
法姆兰德 婴儿配方奶粉 900g 全阶段,37318386340,2,0.9
新西兰原装进口 ANMUM/安满满智较大婴儿奶粉 二段 900g,37273283991,0,0.9
多美滋精确盈养3段12-36个月幼儿配方奶粉400g盒装 三段,37339457668,1,0.4
新西兰原装进口 安满 满儿 婴儿奶粉一段0-6个月 900g/罐,37293216167,0,0.9
【德国直邮】喜宝HiPP益生菌Combiotik奶粉 3段(10-12个月) 600g,37233928588,0,0.6
包邮德国原装进口防过敏 雀巢超级能恩2段800g两罐装 婴儿奶粉,37216406297,2,0.8
新西兰直邮 Wyeth惠氏S26金装2段婴儿幼儿奶粉 6罐包邮,37278729749,0,0
澳洲直邮 新西兰原装进口A2白金系列高端婴幼儿奶粉1段 900g,37336889468,0,0.9
雅士利 安贝慧 婴儿配方奶粉 3段 400g盒装 1-3岁,36296155235,0,0.4
白金版诺优能Nutrilon牛栏较大婴儿奶粉2段荷兰原装二段进口两罐,37236637232,1,0
澳洲Farmland 农佳美/farmdaisy 原装进口奶粉三段900g*2罐,37338925446,0,0.9
friso美素佳儿2段金装婴儿配方奶粉900g 荷兰进口 2听包邮 正品,37273471885,0,0.9
Wyeth/惠氏4段 900g 金装学儿乐（新配方）,36683461359,0,0.9
厂家正品授权 公司防伪码 400g太子乐金装乳清3段 限购6袋以内,36668361876,0,0.4
正品辉山一段1段婴儿配方奶粉1段900g克罐一段 听装灌装,37332072341,1,0.9
MeadJohnson美赞臣 安儿宝A+幼儿配方奶粉 3段1-3岁 1200g/盒,37236652974,20,1.2
美优高 原装 800g 二段,37335094186,0,0.8
英国直邮德国喜宝益生菌奶粉3段(6-12月)(HIPP) 唯一一款有机奶,37340699427,5,0
德国直邮 原装进口 美乐宝Aptamil新版爱他美奶粉 2+(2-6岁) 600g,37216491208,66,0.6
澳洲直邮正品 Bellamy’s贝拉米2段有机婴儿奶粉 EfQeAeAe,37336549439,0,0
雅士利 金装安贝慧 2段 800g奶粉 听装,36831587881,0,0.8
厂家直发 明一天籁慧贝较大婴儿奶粉2段 二段牛奶粉900g听装,37308549517,0,0.9
包邮 6件再减50元 雅培智护儿童喜康力奶粉4段四段900g罐装,37340433854,1,0.9
德国直邮 原装进口 美乐宝Aptamil新版爱他美奶粉 1段(0-6个月),37215798539,415,0
Herds/和氏 A+A盒装2段较大婴儿配方奶粉 400g,37308196187,0,0.4
澳洲原罐原装进口accszhe/澳邦婴幼儿奶粉 6-12个月 2段 900g*2罐,37339602460,0,0.9
贝因美奶粉 经典优选婴幼儿配方奶粉3段908g*2罐 官方正品,37349900791,5,0.908
澳洲直邮正品 Bellamy’s贝拉米1段 澳大利亚有机婴儿奶粉900g,37336457217,0,0.9
加拿大直邮雀巢婴儿奶粉Good Start舒适蛋白加强免疫二段640g,37222286270,1,0.64
Ausnutria/澳优官方正品100%原装进口能力多婴儿配方奶粉一段400g,18628722014,4,0.4
澳洲直邮 新西兰原装进口A2白金系列高端婴幼儿奶粉3段 900g,37347996776,0,0.9
进口雅培亲护奶粉1段一段820g罐装 0-12个月易消化,37345845698,35,0.82
买一送一 雅培小安素香草味草莓味900g罐装1岁以上挑食偏食,37336434906,4,0.9
Herds/和氏 A+A盒装1段婴儿配方奶粉 400g,37295821706,0,0.4
新西兰直邮 Wyeth惠氏S26金装1段婴儿幼儿奶粉 6罐包邮,37290508044,0,0
明一a尔法盾较大婴儿奶粉2段 幼儿奶粉二段4800g盒装,36793592297,0,4.8
德国直邮 原装进口 美乐宝Aptamil新版爱他美奶粉 2段　6-10个月,37215939668,337,0
包邮6罐减50 进口雅培亲护奶粉2段二段820g罐装6-18个月易消化,37336322115,4,0.82
14年3月多美滋精确盈养1段心护0-6个月婴儿奶粉1200g三联 一段,37349398003,1,1.2
14年1月多美滋精确盈养3段12-36个月幼儿配方奶粉400g盒装 三段,37365371801,4,0.4
多美滋精确盈养幼儿3段配方奶粉400g盒装,37350330724,0,0.4
Herds/和氏 超金装 1段婴儿配方奶粉 900g,37207190107,1,0.9
飞鹤飞帆幼儿配方奶粉3段 900g 听装 1岁及以上买一送一,37366927011,0,0.9
辉山奶粉较大婴儿幼儿配方奶粉二段2段400g克袋装 6-18个月三赠一,37364218664,0,0.4
明一天籁慧贝奶粉1段 婴儿奶粉一段900g听装,37291152337,0,0.9
贝因美奶粉 经典优选初生婴儿宝宝配方奶粉1段908g*2罐 官方正品,37337797494,5,0.908
澳洲直邮正品 Bellamy’s贝拉米3段 澳大利亚有机婴儿奶粉900g,37347572684,0,0.9
澳洲Farmland 农佳美/farmdaisy 原装进口奶粉二段900g*6罐,37334199255,0,0.9
NEUFIT/纽菲特 贝多灵1段 800g听装婴儿奶粉 一段 1听,36831408711,2,0.8
澳洲邮政发货新西兰Aptamil爱他美 婴儿牛奶粉1段6罐1箱,37357346663,6,0
澳洲原罐原装进口 accszhe澳邦 婴幼儿奶粉 1-3岁 3段 900g*6罐,37350576680,0,0.9
多美滋精确盈养儿童四段配方奶粉900g易乐罐,37359897599,1,0.9
FIRMUS/飞鹤超级飞帆3段 幼儿配方奶粉 400g 盒装 1岁及以上,37366919009,1,0.4
雅培喜康力三段900克 金装亲体配方3段900g智锁罐*2（1-3岁）,37370264278,0,0.9
多美滋精确盈养儿童四段配方奶粉400g盒装,37370920363,3,0.4
澳洲原罐原装进口 accszhe澳邦 婴幼儿奶粉 1-3岁 3段 900g*2罐,37350584459,0,0.9
FIRMUS/飞鹤飞帆婴幼儿配方奶粉2段 900g 听装 6-12个月,37366739579,1,0.9
四盒包邮 雅培智护儿童喜康力奶粉4段四段400g盒装,37334607028,4,0.4
买一送一 雅培小安素香草味草莓味400g盒装1岁以上挑食偏食宝宝,37356056933,6,0.4
益益奶粉 金牌三段（1-3周岁）幼儿配方奶粉听装900g 直营正品,37372205273,1,0.9
德国直邮 Aptamil新版德国爱他美婴儿奶粉1+段 1-2岁 600g,37216055960,240,0.6
新/澳直邮 亨氏HEINZ益生元婴幼儿配方奶粉 金裝3段 6罐包邮,37291604803,0,0
美赞臣3段奶粉900g安婴儿A+婴幼儿配方牛奶粉1-2岁 三段900克,36669115823,3,0.9
14年1月多美滋精确盈养3段12-36个月幼儿配方奶粉900g罐装 三段,37373961298,6,0.9
多美滋精确盈养1段0-6个月心护婴儿配方奶粉400g盒装 一段,37337181937,0,0.4
【满668包邮】Nestle/雀巢儿童奶粉 学生奶粉 400g*2 官方正品,37370955776,4,0.4
迈高奶粉 n+婴儿奶粉 澳大利亚进口奶粉宝宝奶粉幼儿奶粉3段400g,37375802810,1,0.4
澳洲原罐原装进口accszhe/澳邦婴幼儿奶粉 0-6个月 1段 900g*6罐,37347677681,0,0.9
