Product,Pid,TotalSale,TotalComment,TotalRevenue,Net. (kg)
明一奶粉 金智婴6-12个月奶粉2段较大婴儿配方奶粉900g 最新日期,14885113574,55,11,6854,0.9
美赞臣二段 安婴宝A+较大婴儿配方奶粉二段400g（6-12个月）,14474268940,2,1,178,0.4
原装进口 新西兰奶粉 高培奶粉 活性奶粉 婴儿奶粉3段 800g罐装,15045673741,10,6,1486,0.8
明一优c正品奶粉6-12月2段较大婴儿配方奶粉 900g 最新日期,14931958581,89,16,7473,0.9
澳优能力多幼儿配方奶粉4段800g*2罐 1-3岁 四阶段,14893305413,0,0,0,0.8
[送喂养娃]官方伊利金领冠3段1-3岁幼儿配方宝宝奶粉900g*2罐听装,14315827138,212,92,69400.3200000001,0.9
【满200减20】伊利奶粉金领冠1段婴儿配方奶粉400g克盒,12878955340,918,204,64260,0.4
为为网 美赞臣 安婴宝A+1200g二段新包装,14898746579,0,0,0,1.2
新西兰原装进口 纽瑞滋 金装婴儿配方奶粉3段1000g 1-3岁,15072305090,0,0,0,1
【官方直发带积分】圣元优博奶粉 900g 4段 儿童成长奶粉,15108106834,10,3,1201.5,0.9
为为网 雅培 金装喜康力智护100 400g （6~18个月）,13818526936,0,0,0,0.4
【天猫超市】惠氏 奶粉 爱尔兰进口奶粉 启赋奶粉3阶段900g/听,15196173027,109,26,40112,0.9
【天猫超市】荷兰进口 美素力婴儿奶粉1段0~6月900g 大陆版新包装,13379931923,77,28,19096,0.9
太子乐a-乳清蛋白婴儿配方奶粉二段900g听装14年新日期天猫正品,14881488640,1,0,188,0.9
美赞臣奶粉2段安婴宝A+1200g（400克*3袋）3联包盒装 带防伪,15134308623,2,0,477,1.2
厂家正品授权 900G太子乐健康锁1段 2014年新日期原箱不刮码货,15157405857,9,0,765,0.9
【官方商城】特福芬有机奶粉1段 德国进口奶粉婴儿奶粉 特福芬1段,15146992798,1626,402,484548,0
新西兰原装进口 纽瑞滋 金装婴儿配方奶粉1段300g 一段 0-6个月,15072185798,0,0,0,0.3
【满200减20】伊利金装4段儿童奶粉900克 步步益+,12878923670,109,28,11445,0.9
【买一送一】澳优有机能力多2段 婴幼儿童配方奶粉 法国原装进口,13395629232,70,7,27853,0
太子乐金装1段900g 婴儿配方奶粉,15207436570,8,0,1160,0.9
雅士利奶粉 a金装4段 400g盒装 儿童配方奶粉 正品保证,15176909934,35,5,1746,0.4
龙丹奶粉 冠怡婴儿配方奶粉 1段 听 900g,15196760819,6,0,1908,0.9
【官网积分防伪+咨询有喜】德国原装HiPP喜宝益生元奶粉1段800克,15122610912,200,27,49358,0.8
【满两罐就减钱】澳优金装3段幼优婴幼儿童配方奶粉 进口奶源400g,13395625162,54,3,4747,0.4
低至8折】雅士利奶粉 能慧3段400g盒装 幼儿配方 整箱部分包邮,15200888122,0,0,0,0.4
厂家正品授权 900克原装进口圣元优博1段 2013年9月份现货,15233405620,13,3,2530.4,0.9
母婴之家 金装美素力1段婴儿配方奶粉400g 罐装 美素1段,15172602501,1,0,115,0.4
【买一送一】澳优能力多4段 婴儿幼儿童奶粉澳大利亚原装进口四段,13395613312,114,16,40802,0
Nestle雀巢瑞铂能恩婴儿配方奶粉一段800g/罐,15067257004,0,0,0,0.8
特价雀巢力多精2号婴幼儿配方奶粉 400g,15328983050,0,0,0,0.4
雅培2段900g菁智智护奶粉 134434,15247155897,0,0,0,0.9
【满两盒就减钱】澳优金装健优2段婴幼儿童配方奶粉400g盒装,13395585453,31,2,2850.1,0.4
2罐送礼】雅士利奶粉a金装3段900g 厅装 婴幼儿配方奶粉,15200596096,195,28,30764.5,0.9
伊利金领冠1段400g 婴儿配方奶粉,15331864086,31,2,1720.5,0.4
厂家正品授权 900克金装圣元优聪2段 2014年7月份货带公司积分码,15230746217,26,2,3128.44,0.9
旭贝尔2段 奶粉 900g 听装 6-18个月 美国原装进口婴幼儿奶粉,13384536678,6,0,1188,0.9
龙丹奶粉 益生宝婴儿奶粉 1段 听900g,15199816908,0,0,0,0.9
明一a尔法盾奶粉2段婴幼儿牛奶粉二段400g盒装400克 适用6~12月,13084828070,8,2,896,0.4
GoldRoo/歌德乳 较大婴儿配方奶粉2段6-12月澳洲进口原装900*2,15396294413,2,0,556,0
【爱婴室】惠氏900g 三段3段 启赋幼儿婴儿配方奶粉,15248767725,1,1,368,0.9
特价雀巢力多精1段婴儿配方奶粉 900g,14542849210,0,0,0,0.9
GoldRoo/歌德乳 幼儿配方奶粉 3段1-3岁澳洲进口原装900克*2罐,15396282886,5,1,1668,0.9
旭贝尔3段 奶粉 400g听装 1-3岁 美国原装进口奶粉 幼儿配方奶粉,13385068994,0,0,0,0.4
太子乐金100 2段400g 较大婴儿配方奶粉【3送1】14年4月,15222520011,0,0,0,0.4
官方直营伊利金领冠1段0-12月婴儿配方奶粉400g*4盒正品热销推荐,15464976229,16,10,5504,0.4
GoldRoo/歌德乳 婴儿配方奶粉 1段0-6月 澳洲进口原装原罐 3罐,15396454549,2,0,0,0
买二送一 官方授权 倍滋曼超级呵护奶粉800g3段 超值促销,15258948694,2,1,396,0.8
圣元优博剖腹产专用1段400g盒装 进口奶粉源婴幼儿奶粉 官方旗舰,15464748736,1016,234,32832,0.4
【买二赠一】全场包邮 龙丹奶粉 益生宝 较大婴儿奶粉 2段 听900g,15199956740,14,3,2771.86,0.9
商城正品防伪授权德国有机婴儿特福芬奶粉1段最新日期满就有电摩,13385870850,15,2,4320,0
GoldRoo/歌德乳 幼儿配方奶粉 3段1-3岁 澳洲进口原装原罐 3罐,15396582202,1,0,0,0
惠氏S-26金装健儿乐较大婴儿配方奶粉2段盒装400gx3连包1200克,15221815496,222,60,45954,0.4
雀巢能恩2段 较大婴儿配方奶粉 900g,14539850729,0,0,0,0.9
【美羚专卖】美羚羊奶粉多养慧冠悦婴儿羊奶粉400克1段0-6个月,15319518808,0,0,0,0.4
官方直营伊利金领冠珍护1段新生儿0-12月婴儿配方奶粉800g*2罐,14315239809,3,0,2388,0.8
美赞臣3段1200 美赞臣安儿宝A+幼儿配方奶粉1200g*2盒,15433449880,522,201,187572,1.2
【爱婴室】惠氏 二段 400g 启赋较大婴儿配方奶粉,15584591441,0,0,0,0.4
14年3月产 Karicare可瑞康 新西兰原装进口可瑞佳1段牛奶粉,15366151288,2195,714,482900,0
【买二赠一】全场包邮 龙丹奶粉 益生宝 幼儿配方奶粉 3段听900g,15200072435,24,3,4751.76,0.9
母婴之家 惠氏启赋婴幼儿配方奶粉听装 2段 400g 欧洲原装进口,15221675883,1,0,176,0.4
GoldRoo/歌德乳 较大婴儿配方奶粉2段 澳洲进口原装900*6整箱装,15396634164,1,0,1668,0
英博牛奶粉 婴儿奶粉正品 惠臣1段900g 0-6个月,14541549994,0,0,0,0.9
惠氏s-26金装幼儿乐配方奶粉3段900g罐装 婴儿牛奶粉1-3岁,14993853159,73,34,11505,0.9
包邮 高培奶粉 迪唯恩 婴幼儿配方奶粉2段 400g盒装,15300642730,153,15,10710,0.4
贝因美爱加1段1000克奶粉 新生儿配方奶粉 牛奶粉正品 新包装,15609053185,6,0,1428,1
GoldRoo/歌德乳 婴儿配方奶粉 1段0-6月 900克澳洲进口原装原罐,15397301096,7,19,2296,0.9
惠氏1段S-26金装爱儿乐婴儿配方奶粉盒装400x3 三连包新包装1200g,14461477088,231,25,55209,1.2
【买二赠一】全场包邮 龙丹奶粉 冠怡较大婴儿配方奶粉2段听900g,15197068545,4,1,1271.96,0.9
贝因美冠军宝贝500g一段0-6个月奶粉,15608705911,25,3,1350,0.5
惠氏S-26金装学儿乐学龄前儿童配方奶粉盒装400gx3 新包装,15219591722,42,10,6111,0.4
明一a尔法盾奶粉2段婴幼儿牛奶粉二段奶粉900g 听装罐装6-12个月,13084692820,68,10,17470,0.9
可诺贝儿官方正品 5优金钻配方婴幼儿牛奶粉1段800克0~6个月宝宝,15290237016,0,0,0,0.8
GoldRoo/歌德乳 婴儿配方奶粉 1段 澳洲进口原装 900*6整箱装,15397601600,0,0,0,0
雅士利 新配方2段较大婴儿配方奶粉700g克袋装 6-12个月 婴儿奶粉,15617442026,365,56,18133,0.7
玛姆奶粉 法国原装进口金装800克婴儿1段 玛姆奶粉800g,14964433241,4,3,1072,0.8
【买3送1再减】正品授权 澳优超级能力多婴儿奶粉2段 荷兰进口,15641957925,8,1,2189,0
母婴之家 惠氏S-26金装爱儿乐1段 0-12个月 宝宝婴儿配方奶粉900g,15219591203,135,20,27012,0.9
Hikid/聪尔壮 呵护安宝素 婴儿配方奶粉 1段罐装900g 品牌直发,15655867857,8,2,2384,0.9
伊利奶粉 伊利珍护奶粉 伊利金领冠珍护奶粉一段800g 整箱立减,15287100602,99,25,28320,0.8
雅培金装亲护营养配方奶粉2段820g听装易消化二段正品发票,15700972160,0,0,0,0.82
【买二赠一】全场包邮 龙丹奶粉 冠怡幼儿配方奶粉 3段 听 900g,15197080786,19,2,6041.81,0.9
明一智婴baby 2段奶粉较大婴儿奶粉 6-12个月 最新日期,15608270054,28,3,3088,0
Hikid聪尔壮 金装安宝素 幼儿配方奶粉3段 罐装900g 品牌直发,15655807680,19,6,4522,0.9
【满200减20】伊利金领冠珍护婴儿配方奶粉 1段 0-12个月 800g,15601657716,94,21,28388,0.8
厂家正品授权 公司防伪码 900G金装太子乐@乳清蛋白3段 限购二听,15217369451,15,3,2370,0.9
多美滋优衡多营养3段幼儿配方奶粉350g盒装 1-3岁幼儿奶粉 正品,15588302675,16,4,928,0.35
好评返现 澳优超级能力多奶粉1段 荷兰原装进口 大日期,15641601928,24,10,4975,0
特惠 澳优 健优较大婴儿配方奶粉 2段400g澳优金装优选,15647456647,0,0,0,0.4
Wyeth惠氏启赋3段900g 原装进口 宝宝牛奶粉【每个ID限购10件】,15010455969,23,10,7659,0.9
【买4送1惊喜价】澳优有机能力多奶粉3段 澳优奶粉原装进口 正品,15639930303,40,5,15919.2,0
买二送一 新西兰原装进口 纽瑞滋奶粉金装婴儿配方奶粉2段300g,15698531736,17,8,1445,0.3
伊利 金装 900g 一段,15756510354,2,1,239,0.9
贝因美爱加3段1000克奶粉 婴幼儿配方奶粉 贝因美奶粉3段 牛奶粉,15606346608,0,0,0,1
雅贝氏澳洲原罐原装进口奶粉 超金装婴儿奶粉 1段一阶段1000g正品,15749781411,0,2,0,1
买3送1减 澳优超级能力多婴儿奶粉3段 荷兰原装进口 澳优能力多,15642029732,12,2,4776,0
明一金智婴奶粉3段婴幼儿牛奶粉1-3周岁3袋装三联包三段1200g,15757534923,1916,584,304623,1.2
太子乐金装2段900g 较大婴儿配方奶粉 14年5月 【3送1】,15209512313,20,3,2900,0.9
伊利金领冠2段900g 较大婴儿配方奶粉【13年10-12月】刻字无积分,15333640015,3,2,395.4,0.9
明一智婴baby 3段奶粉幼儿配方奶粉 1-3岁 最新日期,15611633125,15,7,1140,0
Yabais/雅贝氏 澳洲奶源婴儿奶粉正品 IQ婴幼儿牛奶粉 2段900g,15750433383,4,2,0,0.9
完达山世纪贝贝3段听装,15762283670,20,7,4200,0
【不上火】Yabais/雅贝氏澳洲进口奶源 育乐婴幼儿奶粉2段900g/听,15766194691,4,0,172,0.9
明一优c正品奶粉优c 1-3岁奶粉3段 幼儿配方奶粉900g 最新日期,14961050226,83,21,8904,0.9
【年中抢购】 拍5送1罐 澳优能力多 婴儿奶粉2段 澳大利亚正品,15639814337,20,4,7159,0
全国包邮 带公司积分码 900克圣元爱-48优博3段 2014年6月份货,15232205919,5,2,755,0.9
【最新日期】买4送1减 澳优有机能力多奶粉2段 法国进口 婴儿奶,15642409740,28,3,11143.2,0
Nestle 雀巢 超级能恩较大婴儿及幼儿配方奶粉 二段 800g/罐,15769924229,0,0,0,0.8
美素佳儿金装幼儿配方奶粉婴儿奶粉900g*4桶 3/三段,15781707265,0,0,0,0.9
明一金智婴奶粉2段6-12个月婴幼儿配方牛奶粉二段900g听装罐装,13086544724,105,36,19435.5,0.9
Hikid聪尔壮 金装安宝素 婴儿配方奶粉1段 罐装900g 品牌直发,15655023838,3,1,714,0.9
厂家正品授权 14年2月份 900克圣元爱系列优博2段 带公司积分码,15232241173,33,8,4200,0.9
明一金智婴牛奶粉1段0-6个月婴幼儿一段900g*2听装正品罐装1800g,15788578404,109,40,38480,0.9
买5送1有惊喜 澳优 原装进口能力多3段奶粉2罐800g 澳优婴儿奶粉,14430115904,0,0,0,0.8
贝因美金美正装2段900g奶粉 较大婴儿配方奶粉桶装6-12个月新包装,15610129967,193,25,14993.5,0.9
官方直营伊利金装3段1-3岁幼儿配方奶粉400g*4盒正品单笔满折热销,14316927093,131,56,24439.36,0.4
惠氏四维营养金装学儿乐4段奶粉900g 进口奶源 惠氏4段儿童奶粉,14461873012,18,3,2610,0.9
澳优能力多奶粉1段 澳洲原装进口 婴儿奶粉1段 【正品可积分】,15639654359,25,1,8949.8,0
明一真棒baby奶粉1段 婴儿奶粉一段牛奶粉 900g*2听装 1800g,15788914420,14,10,6181,0.9
厂家正品授权 公司积分码 400克圣元爱系列优博2段 2014年6月份货,15232549460,79,4,4252.58,0.4
Hikid聪尔壮 呵护安宝素 较大婴儿配方奶粉2段 900g罐装 品牌直发,15656147900,3,2,894,0.9
Wyeth/惠氏启赋1段900g婴幼儿配方牛奶粉0-12月原装进口,15853185010,0,0,0,0.9
雅士利奶粉 安贝慧金装1段婴儿配方奶粉800g罐装 0-6个月,15880965318,524,147,49796,0.8
贝因美金美正装3段900g奶粉婴儿配方奶粉桶装1-3岁牛奶粉包邮,15610173935,328,74,24436,0.9
美赞臣 安婴宝2段1200g三联包较大婴儿配方奶粉 13年12月进口奶源,15789722800,1,2,235,1.2
Nestle雀巢 能恩婴儿配方奶粉1段 0-12个月 900g1罐 1号店,15780786037,5,1,1035,0.9
雅士利 能慧金装3段幼儿配方奶粉400g克盒装 1-3岁,16022162373,265,28,12565,0.4
Hikid聪尔壮 呵护复合益生元益生菌 幼儿配方奶粉1段 罐装900g,15656759662,0,0,0,0.9
雅士利 安贝慧金装3段幼儿配方奶粉800g罐装 三段奶粉,15881417020,226,94,24143,0.8
美赞臣 安婴儿1段1200g三联包婴儿配方奶粉 14年1月 进口奶源,15789622035,11,1,2848.9,1.2
人之初奶粉金加力较大婴儿配方奶粉2段 听装900g 买四送一,16022133731,15,2,3870,0.9
【优惠装】新西兰进口 纽瑞滋金装婴儿奶粉 渗透压配方3段1000g,15778827924,0,0,0,1
贝因美金美正装1段400g 婴儿配方奶粉袋装 （0-6个月）牛奶粉,15610289144,15,1,510,0.4
【8折 整箱包快递】飞鹤飞帆3段幼儿配方奶粉900g听,14979826837,1529,205,239699.999999999,0.9
太子乐儿童成长奶粉400g袋（16小袋X25克）3-6岁食用14年天猫正品,15983446809,7,1,245,0.4
伊利金装2段400g牛奶粉 幼儿配方奶粉 6-12个月 6盒起包邮,15794782574,17,1,749,0.4
飞鹤贝迪奇1段婴幼配方奶粉 900G 听装,16016297190,39,13,6630,0.9
官方直营伊利金领冠1段新生儿0-12月婴儿配方宝宝奶粉900g*2罐,14314939049,6,2,2748,0.9
伊利金领冠3段400g奶粉幼儿配方奶粉1-3岁可积分5盒起免运费,15794518997,308,22,16324,0.4
GoldMax 新西兰高培 360°婴儿奶粉3段6罐箱装 生物活性启智营养,15999251557,3,1,3316,0
低至77折】雅士利 金装安贝慧 3段 奶粉 800g听装正品,15358685994,54,11,4408,0.8
雅士利 新配方4段儿童配方奶粉400g袋装 3-7岁 雅士利奶粉四段,16032965756,440,80,13150,0.4
飞鹤飞帆1段婴儿配方奶粉三联包 1200g 好评返现,16050766063,66,26,12212,1.2
【满200减20】伊利金装较大婴儿及幼儿配方奶粉2段900克*6听 整箱,16046508172,5,1,3815,0.9
特价促销 人之初奶粉 爱加力二段婴儿配方奶粉听装900g 买四送一,16037925950,4,0,712,0.9
【99.9元2袋包邮】龙丹奶粉 慧婴宝 幼儿配方奶粉 3段 400G袋,14391695647,10,3,879.9,0.4
【天猫超市】荷兰美素佳儿较大婴儿奶粉6~12月900g 大陆版 新包装,13081965367,521,175,116704,0.9
人之初奶粉 爱加力1段婴儿配方奶粉袋装400g,16038189637,32,4,1760,0.4
玛姆奶粉法国原装进口金装800克较大婴儿2段 14年新货 本月19号发,14965329330,25,3,6840,0.8
Karicare可瑞康新西兰原装原罐进口可瑞佳婴幼儿牛奶粉2段6罐整箱,16158739639,0,0,0,0
厂家正品授权 公司防伪码 900G金装太子乐@乳清蛋白1段 限购二听,16228851805,6,5,948,0.9
为为网 惠氏启赋 二阶段较大婴儿配方奶粉 400g,16245219195,0,0,0,0.4
全国包邮 900克58种营养圣元优博1段 2014年6月份最新包装货,16248507435,10,2,2178,0.9
特价促销 人之初奶粉 爱加力3段幼儿配方奶粉听装900g 买四送一,16038197259,4,1,712,0.9
厂家正品授权 900g圣元金装优聪1段 2014年7月份原箱现货,16251343878,17,3,2048.4,0.9
【精明妈咪团】惠氏 900g 启赋 二段 较大婴儿配方 奶粉,14321111423,0,0,0,0.9
【官方直发带积分】圣元优博2段900g*2听装,16086171845,43,14,12699.4,0.9
Karicare可瑞康2段二段宝宝奶粉 可瑞佳金装牛奶粉,16277421169,0,0,0,0
厂家正品授权 400G太子乐学生奶粉 2014年最新日期独立包装特价货,16153579074,18,5,450,0.4
Karicare可瑞康3段 新西兰原装进口三段金装婴儿奶粉 900g罐装,16221901420,26,7,4940,0.9
人之初 优加力系列 幼儿配方奶粉3段盒装400g 12到36个月 四送一,16022533143,63,4,4788,0.4
Karicare可瑞康金装婴儿奶粉1段 新西兰进口正品 6罐装宝宝奶粉,16277197893,0,0,0,0
厂家正品授权 900克原装进口圣元优博3段 2013年9月份+公司积分,16251335497,18,5,3456,0.9
太子乐奶粉3段900g DHA AA 1-3岁 幼儿配方奶粉 6倍DHA,15852519591,8,2,1200,0.9
伊卡蓓尔牛奶银装较大婴儿配方牛奶粉2段 进口奶源 宝宝成长,14965501056,0,0,0,0
厂家正品授权 900克金装圣元优聪3段 2014年7月份带公司积分码,16251535171,21,3,2368.02,0.9
厂家正品授权 带公司积分码 400克58种营养圣元优博2段 14年6月份,16249279543,107,17,7530,0.4
可诺贝儿5优金钻配方婴幼儿牛奶粉3段800克正品包邮,15356317001,3,0,924,0.8
厂家正品授权 900克原装进口圣元优博2段 2013年3月份公司积分码,16251263793,10,1,1854.4,0.9
太子乐奶粉9种核苷酸 金装α乳清蛋白3段900g 包邮,16334673071,11,3,1848,0.9
【官方直发带积分】圣元 优博爱 2段400g婴幼儿奶粉,16086151125,1,1,0,0.4
厂家正品授权 14年6月份新包装货 400克58种营养素圣元优博1段,16249015413,63,8,4796,0.4
厂家正品授权 可查防伪码 900G太子乐金字塔2段 2014年最新日期货,16147723968,8,0,640,0.9
贝因美 金爱+新生儿配方奶粉1段900克 0～6个月 14年6月日期,16220279378,4,1,1000,0.9
人之初 优加力系列 婴儿配方奶粉1段 盒装400g 0到6个月婴儿,16022441242,46,9,3496,0.4
新装荷兰原装进口Friso美素佳儿金装3段幼儿奶粉900g*2 部分包邮,16374314594,362,188,131044,0.9
【满200减20】伊利金领冠婴儿配方奶粉1段900g克*6罐 整箱,16046364010,77,50,80927,0.9
美素佳儿3段金装 荷兰美素原装进口正品 美素3段900g*2罐美素3,14999631703,52,21,17544.5,0.9
【七月满减促销】美羚羊奶粉美羚学生营养羊奶粉400克 新货包邮,16358699510,0,0,0,0.4
美赞臣奶粉 2段安婴宝A+ 1200g三袋装 进口奶源,16361662181,0,0,0,1.2
厂家正品授权 400克圣元爱-48营养优博1段 2014年7月份新包装货,16249959418,22,5,1432.2,0.4
【天猫超市】荷兰进口美素佳儿儿童奶粉4段3岁以上900g大陆新包装,13081326517,722,206,121296,0.9
【新日期买3送1】澳优超级能力多4段800g2听 荷兰原装进口能力多,16345543513,1,1,796,0.8
可诺贝儿金+金装配方婴幼儿牛奶粉2段800克正品包邮,15356514915,1,0,268,0.8
新包装 荷兰原装进口Friso美素佳儿金装婴儿奶粉二段2段900克,16329078845,52,3,12583.98,0.9
全国包邮 900克58种营养圣元优博3段 2014年6月货+公司积分码,16248767106,51,10,9078,0.9
天猫品质 可查公司防伪码 900G太子乐DHA3段 2014年最新日期货,16146987653,4,2,792,0.9
益益奶粉 金贵族1段（0-6个月）婴儿配方奶粉432g盒装 直营正品,16138890034,9,1,777,0.432
美赞臣奶粉 1段安婴儿A+ 1200g三袋装 进口奶源,16361502692,0,0,0,1.2
高培奶粉 新西兰原装进口高培360幼儿配方奶粉3段1-3岁 800g听装,16343065730,30,7,8880,0.8
